epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step
0,26,0.6885913610458374,,0.8544378876686096,
1,49,,0.828125,,0.3526989817619324
1,53,0.8166472911834717,,0.39213114976882935,
2,80,0.880675196647644,,0.3052870035171509,
3,99,,0.953125,,0.2176450788974762
3,107,0.9004656672477722,,0.2432631403207779,
4,134,0.9074504971504211,,0.23095935583114624,
